channelTitle,handle,niche,subNiches,mainCategory,nicheConfidence,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,languages,isFaceless,channelType,breakoutChannel,publishedAt,lastVideoPublished,channelId,longAvgDuration30d,longAvgDuration1y,shortAvgDuration30d,longVideoCount30d,shortVideoCount30d,longViewCount30d,shortViewCount30d,subsGrowth30d,viewsGrowth30d,_per_video,_lifetime,_age_days,_vids_per_mo,_usd_per_video
Toonshi シ,@cartoonshi,Film & Animation Analysis,"['Animation Review', 'Movie Commentary', 'Pop Culture Discussion']",Film,0.9800000190734864,299000,379903.5440414508,73321384,193,2297.55,GB,en,True,long,False,2015-11-27T08:02:54Z,2026-07-28T00:00:00.000Z,UCkaP2qh7t1Dc6LNzytNrf9g,633,961.1304347826087,,1,0,994185,688,0,1.38,1.2705804148543505,245.22202006688963,3907,1.4819554645508064,1550.3502331606217
Cars Coffee and Mischief,@carscoffeeandmischief,Car Culture,"['Street Racing', 'Performance Cars', 'Car Shows & Events']",Sport,0.9800000190734864,300000,378633.5547752809,539174182,1424,133.06,US,en,True,,False,2014-04-09T17:14:59Z,2026-08-05T00:00:00.000Z,UCUWHFVlvsGoLt8GJe1YXMZw,604,587.2,19.35,1,20,,,0,0.27,1.2621118492509362,1797.2472733333334,4503,9.487008660892739,14.025495786516853
WokSteel,@woksteel,DIY,"['Metalworking', 'Vehicle Repair & Maintenance', 'Tool Maintenance']",Lifestyle (sociology),0.8999999761581421,25000,31508.065217391304,1449371,46,17.52,US,"en, id",True,,True,2025-09-10T20:17:57Z,2026-07-20T00:00:00.000Z,UCaXYcPsOqtGBKL-qBa5S9dQ,1130,967.25,6.0625,1,16,,,0,49.08,1.2603226086956523,57.97484,331,4.169184290030212,4.202260869565217
Избранные Сериалы,@избранныесериалы,Film & Television,"['Russian TV Series', 'Crime Dramas', 'Melodramas']",Television program,0.949999988079071,50000,61004.58237547893,15922196,261,420.65,US,ru,True,long,False,2023-12-20T13:07:08Z,2026-08-06T00:00:00.000Z,UCXYXH6PXi7Zlck89D_aXkdg,23829.615384615383,20975.467213114753,,13,0,666079,0,3.52,4.37,1.2200916475095787,318.44392,962,8.13929313929314,51.68139208173691
Iconic film,@iconicfilm-u3v,Movie Recap,"['Movie Recaps', 'Narrative Summaries']",Entertainment,0.8999999761581421,50400,61021.1223880597,20442076,335,535.16,US,en,True,,True,2018-03-23T06:48:31Z,2026-08-06T00:00:00.000Z,UCtaZaRuCgGm5ncq4JaJUV0g,111,192,141.08,0,25,,,58.49,242.24,1.2107365553186449,405.596746031746,3060,3.284313725490196,162.94423880597014
NukeClips,@nukeclips,Gaming,"['Minecraft', 'Minecraft Animation', 'Gaming Memes']",Role-playing video game,0.949999988079071,287000,332772.64024390245,163724139,492,6842.87,US,en,True,short,True,2019-11-25T17:28:02Z,2026-08-05T00:00:00.000Z,UC2Vk0P6hofhlXHFx1eGhPHg,3853,3853,122.29629629629629,1,27,335284,66231999,79.38,68.52,1.1594865513724824,570.4673832752613,2447,6.031875766244381,1134.4514153116531
Filtrchiuz,@filtrchiuz,Entertainment,"['Celebrity News', 'Reaction Videos', 'Viral Content']",Entertainment,0.8999999761581421,230000,264600.4512743628,176488501,667,1745.89,US,uz,True,,True,2020-04-25T01:49:32Z,2026-08-05T00:00:00.000Z,UC0erzXRHLxyRHuopm6HCZew,121.33333333333333,144.26666666666668,69.77094972067039,9,179,,,98.28,99.68,1.1504367446711425,767.3413086956522,2296,8.715156794425088,200.328007996002
Liala Roblox,@lialaroblox,Roblox Gameplay,"['Roblox', 'Brookhaven']",Role-playing video game,0.949999988079071,199000,226600.7105263158,8610827,38,228.64,BR,en,True,short,True,2024-06-23T17:55:35Z,2026-08-04T00:00:00.000Z,UCIg_BzKSrhEpSQ3O3EaTuOg,103,103,14.904761904761905,1,21,0,0,114.9,473.49,1.1386970378206824,43.27048743718593,775,1.4709677419354839,155.43508771929825
Душевное Кино,@dyshevnoe_kino,Film & Television,"['Drama', 'Detective', 'Romance']",Entertainment,0.949999988079071,100000,113255.62608695652,26048794,230,362.21,US,ru,True,,False,2023-05-04T14:45:29Z,2026-08-06T00:00:00.000Z,UCiIBW6mrrtWFWz2AFrDRzoA,18246.1,14973.0773480663,,20,0,,,0.91,3.06,1.1325562608695652,260.48794,1192,5.7885906040268456,62.57308985507246
Dolphy,@dolphymc,Minecraft Gaming,"['Minecraft Challenges', 'Minecraft Shorts']",Action-adventure game,0.949999988079071,20600,23092.698630136987,1685767,73,99.31,US,en,True,,True,2025-09-17T14:28:31Z,2026-07-29T00:00:00.000Z,UCaxCIiiOUKgcY3JX5KWUiGg,946,946,26.764705882352942,0,17,,,248.56,29.1,1.1210047878707274,81.83334951456311,325,6.7384615384615385,14.737785388127854
SKM GAMING 3D,@skm3dgaming,Gaming,"['Incredibox', 'Roblox', 'Casual Gameplay']",Video game culture,0.8999999761581421,180000,200799.13888888888,36143845,180,247.91,US,en,True,,False,2021-05-26T08:53:36Z,2026-07-29T00:00:00.000Z,UCYewPrySmt07-NjidmFTh2Q,266,266,32.666666666666664,0,6,,,0.56,8.78,1.1155507716049382,200.79913888888888,1900,2.8421052631578947,87.22759259259259
Small Wards,@smallwards,Animated Storytelling,"['Heartwarming Stories', 'Moral Tales', 'Animation']",Film,0.949999988079071,132000,147089.5157894737,13973504,95,158.37,US,en,True,,True,2026-01-02T12:06:56Z,2026-08-06T00:00:00.000Z,UCXxXwjVvv4Eug1vfpEcOBfw,65,65,77.3,0,30,,,145.35,181.14,1.1143145135566188,105.85987878787878,218,13.073394495412844,12.113915789473685
Only_A_Squid,@onlyasquid,Minecraft Gaming,"['Minecraft Servers', 'Minecraft Survival Multiplayer', 'Minecraft PvP']",Action-adventure game,1,299000,326979,20926656,64,4746.61,US,en,True,long,False,2020-10-08T23:45:43Z,2026-07-25T00:00:00.000Z,UCLfm3rfLVwlDYZuyTU3P_ZQ,3300,2796,,1,0,1163990,96195,4.91,6.41,1.0935752508361205,69.98881605351171,2129,0.9018318459370597,5263.298276041666
CraveDemGames,@cravedemgames,Fallout Gaming,"['Fallout Challenge Runs', 'Fallout Lore & Discovery', 'Fallout Builds & Mods']",Role-playing video game,1,50000,53396.878787878784,14096776,264,5402.71,US,en,True,long,True,2019-09-21T03:34:01Z,2026-08-05T00:00:00.000Z,UCfGehWAJ1PI6b4gOD5Aef_A,6634.142857142857,4850.75,50,14,0,1317062,3595,8.46,10.34,1.0679375757575758,281.93552,2513,3.1516116195781936,1714.2689684343434
Ronald Lázaro ,@ronaldlazaro1,Facts & General Knowledge,"['World Geography & Culture', 'Mysteries & Unexplained Phenomena']",Lifestyle (sociology),0.699999988079071,299000,316223.3624161074,47117281,149,0.81,US,es,True,short,False,2022-11-11T16:20:43Z,2026-07-31T00:00:00.000Z,UCxbEfGobn_NBhq8f-HfF5Wg,,172,36.666666666666664,0,3,0,23947,-0.33,0.05,1.0576032187829678,157.5828795986622,1365,3.2747252747252746,0.24734899328859064
Specular FNAF,@specularfnaf,Video Game Lore & Theories,"['FNAF Lore & Theories', 'FNAF Character Analysis']",Video game culture,0.949999988079071,47000,49624.25,793988,16,0,US,en,True,,True,2025-01-22T15:02:34Z,2026-08-04T00:00:00.000Z,UCGMVIKcreiOtK5gVb9qD8mQ,1743,1324.4166666666667,41.42857142857143,6,7,,,7.06,452.13,1.0558351063829787,16.89336170212766,563,0.852575488454707,0.0
SNOW BOY,@snowboy-official,Music Edits,"['Hip Hop Artist Tributes', 'Rap Culture', 'Short-Form Music Content']",Pop music,0.949999988079071,25000,25654.369565217392,2360202,92,6.96,US,en,True,,True,2026-01-18T05:10:45Z,2026-07-24T00:00:00.000Z,UC4f-hBSx_e6KApADfptMlVg,,,20.5,0,22,,,220.1,89.4,1.0261747826086958,94.40808,202,13.663366336633663,0.5093913043478261
"Tv for dogs, brought to you by Doggy Woods Retreat",@doggywoodsdogtv,Pet Entertainment,"['Dog Relaxation & Calming Content', 'Virtual Pet Environments']",Pet,0.9800000190734864,50000,51289.03765690377,12258080,239,1851.95,US,en,True,long,False,2023-12-14T03:37:53Z,2026-08-06T00:00:00.000Z,UCYwDsHiV2NClULcVRuoRuoQ,35897,30380.2,34.9,3,10,622056,9240,3.31,5.43,1.0257807531380754,245.1616,968,7.40702479338843,250.02616457461644
New Life Movement,@davidifyjones,Sports,"['Football', 'Sports Highlights']",Lifestyle (sociology),0.5,100000,101054.8,7073836,70,12.55,GB,en,True,mixed,False,2008-05-16T21:24:20Z,2026-07-25T00:00:00.000Z,UCzXUvxmeApwdFVcWRmc_u0w,,77,14.333333333333334,0,9,2521,1288,0,0.05,1.010548,70.73836,6657,0.31545741324921134,25.1
Delight Cuisine ,@delight1cuisine,Cooking,"['Healthy Cooking', 'Quick & Easy Recipes', 'Breakfast Recipes']",Lifestyle (sociology),1,50000,49777.15706806283,9507437,191,510.26,US,en,True,long,False,2023-07-11T17:11:45Z,2026-08-03T00:00:00.000Z,UCHaftG76BCgwc_B6CUlvOGw,179,200.9,20,6,1,112207,2179,0.6,1.22,0.9955431413612565,190.14874,1123,5.1024042742653615,100.00383595113436
Brooksy,@jonnybrooksfishing,Fishing,"['Adventure Fishing', 'Saltwater Fishing', 'Catch and Cook']",Pet,1,180000,178805.97530864197,57933136,324,587.07,AU,en,True,long,False,2017-05-08T03:49:02Z,2026-08-03T00:00:00.000Z,UCqk9_zI5urwHqp2t57ZX9Gw,1967,2652.4,54,1,0,150914,6263,0.56,0.27,0.9933665294924554,321.85075555555557,3379,2.876590707309855,204.0853425925926
Tales with Ogenne,@taleswithogenne,Fictional Storytelling,"['Folktales', 'Moral & Dramatic Fiction']",Film,0.9800000190734864,25000,24815.985294117647,1687487,68,0,US,en,True,,True,2021-08-07T05:43:27Z,2026-08-03T00:00:00.000Z,UCKRe-HWy-ROZROapS-w9gIA,5351,3780.927536231884,,2,0,,,10.62,-18.14,0.9926394117647058,67.49948,1827,1.116584564860427,0.0
ქართული AI სიმღერა,@hey-georgian,AI Music,"['Georgian Music', 'New Music Releases', 'Love Songs & Ballads']",Pop music,1,49800,49249.92111959287,19355219,393,569.2,US,ka,True,long,False,2024-03-29T06:59:58Z,2026-08-06T00:00:00.000Z,UCy6oLCR_iILU9y15Y6HDFug,1452.7692307692307,1322.034188034188,,13,0,1050913,14996,2.47,5.83,0.9889542393492545,388.659016064257,862,13.677494199535962,41.615810008481766
Lolly_Roblox,@lolly_roblox1,Roblox Gaming,"['Roblox Gameplay', 'Roblox Roleplay', 'Roblox Trends']",Role-playing video game,0.949999988079071,185000,182161.01923076922,9472373,52,453.16,US,en,True,,True,2023-08-13T13:04:48Z,2026-07-30T00:00:00.000Z,UCplR9IHrCwB-fU64yMH_5VQ,497,392.6666666666667,18.9,0,10,,,66.67,140.83,0.9846541580041579,51.202016216216215,1091,1.4298808432630614,316.9215128205128
PeakRankings,@peakrankings,Skiing,"['Ski Resort Reviews & Travel Guides', 'Advanced & Off-Piste Skiing', 'Ski Industry Trends & Analysis']",Tourism,1,100000,97534.61009174312,42525090,436,1808.84,US,en,True,long,False,2019-10-09T18:51:31Z,2026-08-02T00:00:00.000Z,UC6fajMhQmC-yzPvIntsqIGA,1270.5,1511.3636363636363,,4,0,446979,24053,0,1.12,0.9753461009174311,425.2509,2494,5.244587008821171,344.8965565749235
Romana BD ,@romanabd1,Social Commentary,"['Public Awareness', 'Humanitarian Appeals', 'Social Issues', 'Daily Life Observations']",Entertainment,0.8999999761581421,96700,89810.06571428571,31433523,350,341.13,US,bn,True,,True,2014-06-20T11:20:56Z,2026-08-05T00:00:00.000Z,UCc7T5KWlouLEdzAAk9e9jIA,282,282,67.875,1,40,,,172.39,153.67,0.9287493869109174,325.0622854188211,4432,2.3691335740072206,143.98934857142854
Sunery,@sunery333,PUBG Mobile,"['Metro Royale', 'Battle Royale Gaming', 'Gameplay Challenges']",Action game,0.949999988079071,100000,92251.51818181819,10147667,110,114.71,US,ru,True,long,False,2023-04-27T07:18:50Z,2026-07-14T00:00:00.000Z,UC1_z03PthrMJEnA0my10-4Q,1398,1723.9375,60,1,1,155488,15167,0.1,1.71,0.9225151818181819,101.47667,1199,2.7522935779816513,41.67796666666666
Smile 4 Sunnah,@smile4sunnah,Islam,"['Quran Recitation', 'Prophet Muhammad Biography', 'Islamic Devotionals']",Music,1,50100,45845.88888888889,6189195,135,477.32,GB,"en, ar, ur",True,,True,2016-09-28T23:27:11Z,2026-08-06T00:00:00.000Z,UC-Gx2OVLfdE39gbIExoj2BA,940.1111111111111,983.2352941176471,47.327586206896555,9,58,,,368.22,225.89,0.9150876025726326,123.5368263473054,3600,1.125,424.28444444444443
North New Jersey Proper Home Tours - Jason Pierce,@northnewjerseyfinehometour7033,Luxury Real Estate Tours,"['Luxury Homes', 'New Jersey Real Estate', 'Architecture & Interior Design']",Hobby,1,25000,22658.34493670886,7160037,316,286.86,US,en,True,long,False,2018-10-30T03:31:05Z,2026-08-06T00:00:00.000Z,UCXqfP8L1BYAtISlXt1da_iQ,530.5,630.027027027027,,2,0,63729,851,0.81,0.91,0.9063337974683544,286.40148,2839,3.339203945051074,85.90670253164558
Love Memories,@lovememories95,Music,"['Romantic Music', 'Oldies Music', 'Soft Rock', 'Music Playlists']",Pop music,0.949999988079071,100000,90572.1690140845,12861248,142,96.21,US,en,True,long,False,2025-04-15T07:47:44Z,2026-08-04T00:00:00.000Z,UCwxHDm6hEtGMbaKpQOiQFyQ,5248,4178.453608247422,,9,0,180055,0,0,1.42,0.905721690140845,128.61248,480,8.875,10.84056338028169
Summerbpm,@summerbpm,Music Mixes,"['Jazz House', 'Chillhop', 'Lounge Music']",Electronic music,1,25000,22569.988505747126,3927178,174,1047.93,US,en,True,long,True,2023-07-16T05:49:44Z,2026-08-05T00:00:00.000Z,UCv-8dGWTCw7bLKgCugWcbkg,5530.142857142857,5527.360946745562,,21,0,688372,0,14.68,21.25,0.9027995402298851,157.08712,1119,4.664879356568365,224.64246551724136
ToonVerse,@toon-verse-d1z,Animation Analysis & Trivia,"['Cartoon Theory & Lore', 'Animated Series Secrets']",Entertainment,0.949999988079071,25400,22834.629032258064,1415747,62,37.32,GB,en,True,,True,2026-02-09T12:35:46Z,2026-08-06T00:00:00.000Z,UCr0lPawjT3rMK4HgtiiqDww,959,959,46.13793103448276,2,29,,,219.5,327.78,0.899001143002286,55.73807086614173,180,10.333333333333334,3.611612903225806
Daily Dose of Jackson,@dailydoseofjackson,Narrative Shorts,"['Storytelling', 'Skits']",Role-playing video game,0.8999999761581421,184000,162620.27272727274,64397628,396,3133.02,US,en,True,short,True,2021-07-13T07:58:54Z,2026-08-06T00:00:00.000Z,UCdJqFahN13spV4ILLeoonRQ,,,56.358333333333334,0,120,195,38482057,192.06,148.49,0.8838058300395257,349.9871086956522,1852,6.4146868250539955,488.41355555555555
Dareloth,@theemerdareloth,Video Game Lore & Commentary,"['Elder Scrolls Lore', 'Fallout Lore', 'Video Game Critical Analysis']",Action-adventure game,1,50000,44101.557692307695,4586562,104,147.5,US,en,True,long,False,2014-02-06T03:05:50Z,2026-07-30T00:00:00.000Z,UC9-UP9OkbAGlZhB3BZ5TzBQ,3765.3333333333335,2489.0666666666666,60,6,0,0,0,0.6,2.31,0.8820311538461539,91.73124,4566,0.6833114323258871,215.86057692307688
Funcom,@funcom,Gaming,"['Video Game Development', 'Survival Games', 'MMORPGs']",Action game,1,180000,157617.62153846154,102451454,650,5868.2,US,en,True,long,False,2006-09-20T07:57:56Z,2026-07-21T00:00:00.000Z,UCKkpgwjdJ-ohfG0YcqAt9Bw,66,892.6896551724138,23,1,2,1911354,49204,0,1.95,0.8756534529914529,569.1747444444444,7262,2.6852106857614984,2185.3778666666667
Deva Bloxee,@devabloxee,Roblox Gaming,"['Roblox Gameplay', 'Roblox Edits', 'Brookhaven Roleplay']",Role-playing video game,0.949999988079071,104000,90746.50561797753,16152878,178,509.61,US,en,True,,True,2016-01-12T17:44:48Z,2026-08-05T00:00:00.000Z,UCsbyZGY6ltnfkmKZe3FHWXw,,2103,15.555555555555555,0,27,,,326.23,57.62,0.8725625540190147,155.3161346153846,3860,1.383419689119171,368.36977528089886
kokki,@kokkigta,Gaming,"['GTA V Vehicle Experiments', 'Gaming Challenges', 'Vehicle Physics Gaming']",Role-playing video game,0.949999988079071,180000,154294.97039473685,46905671,304,7621.04,US,en,True,long,False,2023-09-28T20:47:16Z,2026-08-04T00:00:00.000Z,UC8JHoNq1Z9xCQoCMUcKdTJw,1202.875,1587.297520661157,,8,0,2681802,0,5.88,6.06,0.8571942799707603,260.5870611111111,1044,8.735632183908047,872.4085263157893
Merloys,@merloys,Comedy,"['Dubbing', 'Meme Content']",Film,0.8500000238418579,238000,200901.9375,6428862,32,168.25,US,en,True,,True,2024-12-14T17:55:44Z,2026-08-05T00:00:00.000Z,UCz074_ho4od_axVNOJDwf3g,776,776,23.666666666666668,0,21,,,0,250.79,0.844125787815126,27.012025210084033,601,1.5973377703826954,105.33151041666667
AzAMOuS,@azamous,World of Warcraft Content,"['World of Warcraft Classic', 'World of Warcraft: The Burning Crusade']",Strategy video game,0.9800000190734864,100000,84189.63197026022,45294022,538,279.63,GB,en,True,long,False,2009-03-30T20:01:55Z,2026-07-23T00:00:00.000Z,UCBhk2jYr9RJS0cynp8Io10A,163.33333333333334,302.4642857142857,35,3,1,108309,4768,0.3,0.25,0.8418963197026021,452.94022,6339,2.546142924751538,109.82494237918215
FlashHighs,@flashhighs,Viral Content Curation,"['Viral Video Compilations', 'Internet Trends', 'Reaction Content', 'Animal & Nature Clips', 'Social Media Highlights']",Lifestyle (sociology),0.8999999761581421,50000,41916.76,3143757,75,1.09,US,en,True,,False,2014-10-22T01:11:27Z,2026-07-20T00:00:00.000Z,UCERGzhwxLj05PEgM4QN6tig,,,28,0,2,,,-0.2,0.75,0.8383352000000001,62.87514,4308,0.5222841225626741,2.0869866666666668
VECTOR💀,@vector-d3q,Reaction Content,"['Compilation', 'Rankings', 'Fails']",Entertainment,0.949999988079071,299000,250104.71511627908,43018011,172,9.47,US,en,True,,False,2018-02-02T14:15:28Z,2026-08-05T00:00:00.000Z,UCq4tzGeW_23Y3E1O2RrY_Yw,,,26.85,0,20,,,-0.66,1.16,0.8364706191179903,143.8729464882943,3109,1.659697651978128,5.705858527131784
Highland Film Group,@highlandfilmgroup,Film,"['Film Distribution', 'Movie Trailers', 'Action Thriller Films']",Film,1,49800,41540.11990950226,18360733,442,2407.63,US,en,True,long,False,2012-03-01T02:01:32Z,2026-08-06T00:00:00.000Z,UCPAs3FxtjNpgy-bd8DUX86w,112,428.6578947368421,95.14285714285714,0,35,958973,62087,8.5,5.89,0.8341389540060695,368.68941767068276,5273,2.514697515645742,957.4233024132732
Phoenix Luxury Official ,@phoenixluxuryofficial9283,Jazz Music,"['Bossa Nova', 'Relaxation Music', 'Music Covers']",Jazz,0.949999988079071,180000,146833.36882129277,38617176,263,1577.33,US,en,True,,False,2022-09-26T19:10:48Z,2026-08-05T00:00:00.000Z,UC9pi-E5v-V7O5WVtlaFFIBQ,3202.7368421052633,3317.0522388059703,,19,0,,,1.12,2.75,0.8157409378960709,214.53986666666665,1411,5.59177888022679,282.08018124207854
如花姐沙雕局,@ruhuajieshadiaoju,Comedy Vlogs,"['Rural Life', 'Funny Skits', 'Family Life']",Entertainment,0.949999988079071,45000,36481.45185185185,4924996,135,,US,zh,True,,True,2024-03-28T08:43:22Z,2026-08-06T00:00:00.000Z,UC_4YC-msv1o8ckQEXGAvMAA,522.0333333333333,4159.549668874172,63.1030303030303,30,165,,,7.91,305.33,0.8106989300411522,109.44435555555556,863,4.692931633835458,0.0
Chris & Crystal AI Art,@chriscrystalaiart,AI Short Films,"['Surrealism', 'Digital Art', 'Music Videos']",Independent music,0.949999988079071,48200,38574.393939393936,1272955,33,1492.43,US,en,True,,True,2025-05-19T02:31:16Z,2026-08-06T00:00:00.000Z,UCv8459ZdgDhPfb1hiP59Uxg,258.6,326.37974683544303,24.5,10,0,,,16.71,349.53,0.800298629448007,26.409854771784232,446,2.219730941704036,672.3472525252525
WeAreZoomies,@wearezoomiespawz,Pets,"['Cats', 'Pet Entertainment']",Lifestyle (sociology),0.800000011920929,126000,99626.51923076923,5180579,52,126.74,US,en,True,,True,2024-01-08T13:23:39Z,2026-08-05T00:00:00.000Z,UCLtr3oUBapVBG-8-FHPippA,,,30.46875,0,32,,,315.84,347.76,0.7906866605616606,41.11570634920635,943,1.6542948038176033,76.61270512820514
Ryan Retro,@ryanretro,Gaming Handhelds,"['Retroid Pocket Devices', 'Retro Handheld Gaming', 'Gaming Handheld Reviews']",Lifestyle (sociology),0.9800000190734864,49900,39042.62359550562,6949587,178,1655.51,GB,en,True,long,False,2023-06-14T11:08:54Z,2026-08-05T00:00:00.000Z,UCh9GxjM-FNuSWv7xqn3UKVw,1331.5,1413.0344827586207,,2,0,403077,15723,5.05,6.41,0.7824173065231587,139.27028056112223,1151,4.639443961772372,356.8337097378277
silverftbl,@silverftbl,Football,"['Football Edits', 'Football Highlights', 'Football Players']",Association football,0.949999988079071,26200,20171.128630705392,4861242,241,166.96,US,en,True,,True,2021-01-13T00:08:18Z,2026-08-06T00:00:00.000Z,UCWufuKKUfCSMeJvflNW8jxw,,,15.422535211267606,0,71,,,282.48,134.66,0.7698904057521142,185.54358778625954,2033,3.556320708312838,46.947396957123104
塔岛哥哥,@tasmate,Film Commentary,"['Personal Development', 'Humanities', 'Cultural Analysis']",Film,0.949999988079071,65500,49572.79393939394,8179511,165,47.96,AU,zh,True,long,True,2019-09-03T15:24:12Z,2026-07-28T00:00:00.000Z,UCUyI0SPlCNzMybyNB8hEyPw,1289,1521,,1,0,5772441,0,1.08,239.81,0.7568365486930372,124.87803053435114,2531,1.9557487159225604,24.522577777777776
Gholibn ASMR,@gholibnasmr,ASMR,"['Gym Chalk ASMR', 'Oddly Satisfying', 'Crushing ASMR']",Lifestyle (sociology),1,299000,224923.70999346834,344358200,1531,739.41,CA,en,True,short,False,2017-02-08T01:00:17Z,2026-08-06T00:00:00.000Z,UCEu963D7_2tmfUW6_HgJo4A,593,548.4016393442623,33.125,0,88,56260,6167034,0,1.84,0.7522532106804961,1151.6996655518394,3468,13.2439446366782,55.83004310907903
NoodyBums,@noodybums,Cats,"['Sphynx Cats', 'Cat Lifestyle', 'Pet ASMR']",Lifestyle (sociology),0.949999988079071,180000,133989.5542857143,70344516,525,283.01,US,en,True,short,False,2022-03-24T21:47:33Z,2026-08-06T00:00:00.000Z,UCVxRaAylhkg2NiJ4y5O-DCw,171,171,28,0,14,61189,1635710,3.45,2.47,0.7443864126984127,390.80286666666666,1597,9.862241703193488,28.696315555555554
Рассказы от Артёма,@рассказыотартема,Storytelling,"['Family Drama', 'Relationship Stories', 'Fictional Narratives']",,1,100000,72519.18699186992,8919860,123,19.59,US,ru,True,long,False,2025-05-31T07:39:27Z,2026-08-02T00:00:00.000Z,UCCdsi7m-K37cGle0pC0WrDg,7736.8,7612.493827160494,,5,0,30343,0,0,0.34,0.7251918699186992,89.1986,434,8.502304147465438,2.3040813008130083
Video Games Evolution,@vge,Video Game Evolution,"['Sports Video Game Evolution', 'Action/Adventure Video Game Evolution', 'Gaming Retrospectives']",Action-adventure game,1,300000,216454.74338624338,81819893,378,39.24,US,en,True,,False,2015-10-04T01:35:58Z,2026-07-19T00:00:00.000Z,UCPy5PQ5marfoHATEz0st9Qw,385,1270.9411764705883,,1,0,,,0,0.01,0.721515811287478,272.7329766666667,3961,2.86291340570563,13.706317460317461
DX,@dxfromyt,Gaming,"['Game Analysis & Critique', 'Gaming History & Lore', 'Gaming Commentary']",Role-playing video game,0.9800000190734864,180000,125904.46614583333,48347315,384,1019.6,US,en,True,long,False,2011-05-17T00:28:43Z,2026-07-25T00:00:00.000Z,UCP1zJMzxD_MgTq2yEsNlO4w,1046.5,1268.8235294117646,52,2,0,255175,10144,0,0.55,0.6994692563657408,268.59619444444445,5562,2.071197411003236,492.27562500000005
Military & Veteran Stories,@militaryveteranstories,Military Stories,"['Veteran Stories', 'Military Heroism']",Military,0.949999988079071,100000,69939.44,1748486,25,52.76,US,en,True,,False,2025-06-11T15:59:46Z,2026-07-23T00:00:00.000Z,UC7jCi5E32Tgl7gUZ93x8RGg,1227.5,1656.75,60,2,0,,,0,1.87,0.6993944,17.48486,422,1.7772511848341233,29.68629333333333
Boe,@boethiah2,Gorilla Tag Gaming,"['Gorilla Tag Gameplay & Challenges', 'Family Gaming', 'VR Gaming']",Action-adventure game,0.9800000190734864,298000,207457.72435897434,32363405,156,1741.49,US,en,True,mixed,False,2018-03-28T01:16:06Z,2026-07-31T00:00:00.000Z,UCcDeV5LK9Dskd9RA4IG6MUQ,727.4285714285714,1114.0666666666666,21,7,3,420978,279899,1.02,2.21,0.6961668602650146,108.60203020134229,3055,1.5319148936170213,1136.8059722222222
Grace Gootee Edits,@gracegooteeedits,Video Game Edits,"['Fan Music Videos', 'Sonic the Hedgehog']",Film,1,100000,69124.34766355141,36981526,535,20.15,US,en,True,short,False,2022-11-23T10:58:02Z,2026-08-02T00:00:00.000Z,UClFqx-8t1JED0U-7tEeWY6A,76,96.66666666666667,26.75,0,4,10717,127597,0,0.38,0.6912434766355141,369.81526,1354,11.853766617429837,1.6998816199376947
EruptionFang,@eruptionfang,Gaming Commentary,"['Borderlands Lore', 'Video Game Lore']",Action-adventure game,0.8999999761581421,299000,206185.96825396825,103917728,504,1420.16,US,en,True,mixed,False,2009-03-12T00:52:35Z,2026-07-24T00:00:00.000Z,UCVZ_DHv6SDQHYfGo21Ln9xg,1593,6152.3,86,0,3,328645,219839,0.34,0.53,0.6895851781069172,347.5509297658863,6358,2.378106322743001,597.1810370370371
chicy,@chicymunk,Roblox Gaming,"['Roblox Gameplay', 'ASMR Gaming', 'Murder Mystery 2']",Action-adventure game,0.949999988079071,158000,104373.22357723577,25675813,246,2378.28,US,en,True,short,True,2024-01-27T02:01:34Z,2026-08-06T00:00:00.000Z,UCe1D9pe3dyxvmEN1SRryIzQ,216,668.6363636363636,56.611111111111114,1,18,228972,17801043,286.31,235.82,0.6605900226407327,162.50514556962025,924,7.987012987012987,297.76839024390245
Johnson's Small Engines,@johnsonssmallengines,Small Engine Repair & Maintenance,"['Lawn Mower Repair', 'Lawn Tractor Maintenance', 'Outdoor Power Equipment DIY']",Lifestyle (sociology),0.949999988079071,100000,65394.373101952275,30146806,461,2687.9,US,en,True,long,False,2014-12-24T15:07:44Z,2026-08-02T00:00:00.000Z,UCmlp1YBtt0b3gv4SrfcSlcQ,746,1043.3243243243244,,3,0,576842,60670,1.83,2.16,0.6539437310195227,301.46806,4245,3.2579505300353357,825.027874186551
Thùy Dung Spa,@thuydungspa1752,Beauty Services,"['Skincare', 'Spa Treatments', 'Beauty Clinic']",,0.949999988079071,180000,117464.26468285044,150001866,1277,2029.56,US,vi,True,long,False,2017-03-10T17:31:49Z,2026-08-06T00:00:00.000Z,UCd7c-jNUFr3sqD-usoRyu3w,701.4727272727273,778.916955017301,,55,0,432142,0,0,0.29,0.652579248238058,833.3437,3437,11.146348559790516,182.0829475332811
yex,@yexminecraft,Gorilla Tag Gaming,"['VR Gaming Challenges', 'Game Updates & Commentary', 'Creative Gameplay']",Action-adventure game,0.9800000190734864,69900,44877.166666666664,269263,6,,US,en,True,,True,2017-05-23T21:37:50Z,2026-08-05T00:00:00.000Z,UCh4Vfp_gZrQVDk2hnVQ7lRg,247,223.25,18.6875,0,16,,,240.98,193.66,0.6420195517405818,3.8521173104434907,3363,0.05352363960749331,0.0
