channelTitle,handle,niche,subNiches,mainCategory,nicheConfidence,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,languages,isFaceless,channelType,breakoutChannel,publishedAt,lastVideoPublished,channelId,longAvgDuration30d,longAvgDuration1y,shortAvgDuration30d,longVideoCount30d,shortVideoCount30d,longViewCount30d,shortViewCount30d,subsGrowth30d,viewsGrowth30d,_per_video,_lifetime,_age_days,_vids_per_mo,_usd_per_video
Prince K Fact,@princekfact-11,Music,['Gameplay'],Lifestyle (sociology),0.949999988079071,244000,198329.1724137931,5751546,29,74.82,IN,en,,,True,2025-10-05T07:28:31Z,2026-08-06T00:00:00.000Z,UCthjSZ9ypz4zIt6lcnds3yg,83,83,85.84615384615384,0,13,,,25.77,430.66,0.8128244771057095,23.571909836065572,307,2.8338762214983717,26.401999999999994
Prajita Lama Lho,@prajitalamalho,Dance,"['Dance Covers', 'Dance Tutorials', 'K-pop Dance']",Performing arts,1,25000,20293.050739957718,9598613,473,15.82,,en,,short,False,2019-05-07T06:28:27Z,2026-07-31T00:00:00.000Z,UCtPezoo63uE8zmmDbIjuXdw,,,34.142857142857146,0,14,0,279534,0.81,3,0.8117220295983087,383.94452,2650,5.354716981132076,2.9544045102184637
ابو كلثوم,@syoi,Traditional Arabic Music,"['Mawawil', 'Arabic Poetry Recitation', 'Music Performance']",Entertainment,0.949999988079071,26200,21181.74185463659,16903030,798,137.72,,ar,,mixed,True,2017-09-07T11:36:16Z,2026-08-05T00:00:00.000Z,UCDlI_35uWQMk_IizF8WGggw,539.6153846153846,605.7479338842975,28.923076923076923,26,39,0,0,7.82,497.87,0.8084634295662821,645.1538167938932,3257,7.3503223825606385,18.736593149540518
فيلم على مزاجك,@film_3la_mzagk,Movie and Anime Summaries,"['Film Recaps', 'Anime Recaps', 'Movie Reviews']",Entertainment,1,212000,171310,41799640,244,204.24,EG,ar,,short,True,2013-07-17T11:07:54Z,2026-08-05T00:00:00.000Z,UCSZ4mDblPVJU-YXMOWvIgQg,147.33333333333334,557.5714285714286,114.952,3,125,1279,33848270,339.83,425.78,0.8080660377358491,197.16811320754718,4770,1.5345911949685536,133.09081967213115
فيو ,@fy9u1,Comedy,"['Gaming', 'Challenges', 'Comedic Vlogs']",Role-playing video game,0.949999988079071,155000,124086.08928571429,13897642,112,1293.35,SA,ar,,short,True,2022-06-15T14:46:02Z,2026-08-04T00:00:00.000Z,UCbEN25nRWQnygYpnjo4wPKA,861.0909090909091,654.8028169014085,48.130434782608695,11,46,0,0,16.54,474.02,0.8005554147465438,89.6622064516129,1515,2.217821782178218,583.1622767857142
Kịch ngắn review,@kichnganreview,Web Novel Recaps,"['Cultivation Fantasy', 'Transmigration Stories', 'System Empowerment', 'Historical Romance Dramas']",Film,0.949999988079071,180000,141962.8355263158,43156702,304,100.57,VN,vi,,,False,2023-06-12T11:16:10Z,2026-08-05T00:00:00.000Z,UC7LGYQ9vsTFdJFIIQ2HMr1g,8869.70588235294,8990.123076923077,,17,0,,,0,0.89,0.7886824195906432,239.75945555555555,1153,7.909800520381614,12.714606359649121
BCAFinance,@mybcaf,Automotive Finance,"['Vehicle Sales', 'Financial Literacy']",Vehicle,0.8999999761581421,50000,39244.95197740113,13892713,354,19.8,ID,id,,short,False,2018-12-03T11:47:23Z,2026-08-03T00:00:00.000Z,UCml-jX-_Utm4rOZpcmtKYyQ,78,107.6923076923077,42.7,2,10,36933,132840,-0.99,1.24,0.7848990395480225,277.85426,2805,3.786096256684492,5.229661016949152
CRAZI SASUKE,@crazisasuke07,Anime Commentary & Analysis,"['Naruto Lore', 'Anime Facts', 'Anime Character Analysis']",Lifestyle (sociology),0.949999988079071,50000,38773,24039260,620,42.67,,"hi, en",,short,False,2022-11-01T07:40:25Z,2026-08-05T00:00:00.000Z,UC1Vv4pt09CZ0Cym03NWjzlQ,145,208.04545454545453,43.37931034482759,3,29,1444,704742,2.04,3.03,0.77546,480.7852,1376,13.517441860465116,3.156662365591398
ARIKATE,@arikate,Gaming,"['Minecraft', 'Minecraft Survival', 'Minecraft Challenges']",Action game,1,300000,229189.46284691137,256004630,1117,1384.32,DE,de,,short,False,2015-10-18T18:28:18Z,2026-08-06T00:00:00.000Z,UC-496FIrHAs1EP5VUl7uoEA,1520,1797.6666666666667,69.73684210526316,1,19,412155,6576499,1.35,2.81,0.7639648761563712,853.3487666666666,3946,8.492143943233655,163.01183885407337
UNKNOWN FF,@uunknownff,Gaming,"['Gaming Pranks', 'Mobile Gaming', 'Free Fire']",Action-adventure game,0.8999999761581421,37500,28162.309859154928,1999524,71,47.3,IN,hi,,,True,2025-12-20T16:45:40Z,2026-08-06T00:00:00.000Z,UCsm1fSoj7R_AT8O61TKI79g,,,48.75,0,8,,,476.04,254.88,0.7509949295774647,53.32064,230,9.26086956521739,5.107511737089202
Filmy Data 2M,@filmydata2m,Bollywood and South Indian Film Analysis,"['Actor Comparisons', 'Box Office Analysis', 'Film Performance Comparison', 'Moral Storytelling']",Film,0.8999999761581421,68600,51490.81176470588,13130157,255,51.72,IN,"hi, en",,short,True,2024-07-11T07:29:06Z,2026-08-05T00:00:00.000Z,UCajbytLnTWeYP8qBpq1u78A,568,522.8852459016393,91.91666666666667,4,24,13053,7963356,448.8,154.77,0.7505949236837592,191.4017055393586,758,10.092348284960423,5.1246745098039215
Вкусные Грядки,@вкусныегрядки,Vegetable Gardening,"['Tomato Cultivation', 'Pepper Cultivation', 'Seedling Care']",Lifestyle (sociology),0.949999988079071,50000,37089.16818181818,8159617,220,21.42,,ru,,long,False,2018-04-29T14:49:29Z,2026-08-05T00:00:00.000Z,UC31uxSPbpl-YeFL9oouP_fg,887.8,1024.7391304347825,,5,0,26855,0,0,0.33,0.7417833636363637,163.19234,3023,2.183261660602051,9.81100909090909
Podcast Seminggu,@podcastseminggu,Podcasts,"['Talk Show', 'Comedy Podcast']",Film,0.949999988079071,100000,72487.69822485207,24500842,338,298.86,ID,id,,long,False,2022-04-14T20:48:35Z,2026-08-06T00:00:00.000Z,UCynM3j8G3VaiyUeqRHwkinQ,3956.5714285714284,3839.1714285714284,59.857142857142854,7,7,1170832,238991,2.56,6.11,0.7248769822485207,245.00842,1576,6.434010152284264,46.45003550295858
Bondo Billy,@oldbondobilly,Automotive Repair & Restoration,"['Auto Body Repair', 'Automotive Paint & Detailing', 'DIY Automotive']",Vehicle,0.949999988079071,256000,183169.3038674033,33153644,181,60.9,US,en,False,,True,2022-10-29T15:23:51Z,2026-08-02T00:00:00.000Z,UCn0gKo5gmVRMhTp1oTvkpoA,358.5,607.3076923076923,105.02857142857142,2,35,,,0,448.56,0.7155050932320441,129.506421875,1379,3.937635968092821,15.466132596685084
DX,@dxfromyt,Gaming,"['Game Analysis & Critique', 'Gaming History & Lore', 'Gaming Commentary']",Role-playing video game,0.9800000190734864,180000,125904.46614583333,48347315,384,1019.6,US,en,True,long,False,2011-05-17T00:28:43Z,2026-07-25T00:00:00.000Z,UCP1zJMzxD_MgTq2yEsNlO4w,1046.5,1268.8235294117646,52,2,0,255175,10144,0,0.55,0.6994692563657408,268.59619444444445,5562,2.071197411003236,492.27562500000005
RB LIVE,@rbliverp,Blood Strike Gameplay,"['Mobile FPS Gaming', 'Game Updates & Events', 'In-Game Skin Reviews']",Role-playing video game,0.949999988079071,180000,123956.26551724138,35947317,290,402.21,US,es,False,short,True,2019-12-15T20:41:36Z,2026-08-05T00:00:00.000Z,UCIIN68Q4wtiVLBUAIP1cLOQ,818.7058823529412,734.0285714285715,69.125,17,8,248028,3825452,9.09,12.78,0.6886459195402299,199.70731666666666,2427,3.584672435105068,112.20272068965517
APNA STORY 78,@aapna_story78,AI Comedy Commentary,"['AI Generated Content', 'Humorous Storytelling', 'Animal Content']",Music,0.8999999761581421,147000,100985.74175824175,18379405,182,11.45,IN,"hi, en",,,True,2024-02-02T14:53:00Z,2026-08-06T00:00:00.000Z,UCfusJvb3ATatehrrkaCmEZA,155,122,92.62962962962963,0,27,,,500,147.55,0.6869778350900799,125.02996598639456,918,5.947712418300653,1.9251098901098902
Ladha Films Tv,@ladhafilmstv,African Film & Drama,"['Bongo Movies', 'Drama Series', 'Love Stories']",Entertainment,0.949999988079071,54500,36873.6231884058,2544280,69,2311.31,TZ,"sw, en",,long,True,2025-02-06T20:25:24Z,2026-08-02T00:00:00.000Z,UCjK0Ov5MH7AAnZZUACxXrNA,798.9166666666666,983.8723404255319,22,12,0,2108585,7446,332.54,494.11,0.6765802419890973,46.684036697247706,547,3.7842778793418645,610.7664589371981
유부남,@youboonam,Home & Interior Tours,"['Home Tours', 'Real Estate', 'Interior Design', 'Lifestyle Vlogging']",Hobby,0.949999988079071,300000,202914.53299492385,159896652,788,3057.95,,ko,,mixed,False,2021-09-16T05:16:13Z,2026-08-06T00:00:00.000Z,UCDBr5TfaSHWVnifL2uy2bEw,1553.4444444444443,1519.8598130841121,28.666666666666668,9,6,1570293,629379,1.01,1.39,0.6763817766497462,532.98884,1787,13.228875209848908,231.1572186971235
देशी LIFE 9M,@aकाश74,True Crime,"['Criminal Profiles', 'Short-form Edits', 'Indian Crime Drama']",Entertainment,0.8500000238418579,100000,67307.48756218905,40586415,603,3.5,IN,"hi, en",,short,False,2022-07-07T00:11:16Z,2026-07-31T00:00:00.000Z,UC8gPV6Ul3aK0RkDCgmqId3Q,203,403,34.088235294117645,0,34,0,0,0,1.25,0.6730748756218905,405.86415,1493,12.116543871399866,0.2888612493090105
SBS FILMS,@sbsfilms,Entertainment,"['Haryanvi Music Videos', 'Devotional Music', 'Haryanvi Comedy']",Film,0.8999999761581421,172000,114940.43661971831,8160771,71,200.86,IN,hi,,mixed,True,2014-06-19T09:15:30Z,2026-08-03T00:00:00.000Z,UC7xmRtSt8hQwmxY6ZlOKteA,744,297.5121951219512,13,6,0,0,0,1.78,485.67,0.6682583524402227,47.446343023255814,4433,0.480487254680803,401.72
👉 Contra el Abuso de Poder,@contraelabusodepoder,Legal Advocacy,"['Police Misconduct', 'Human Rights', 'Civic Transparency', 'Traffic Law Enforcement']",Society,0.949999988079071,33600,22403.381773399014,9095773,406,221.19,MX,es,,short,True,2023-08-23T01:47:17Z,2026-08-05T00:00:00.000Z,UC9vxI_FIt_IKdC_YzG9WRTw,551.6666666666666,397.39130434782606,128.0791366906475,18,139,0,0,9.45,495.33,0.6667673146844945,270.70752976190477,1081,11.267345050878816,19.631066502463053
Ram Ram Bhajans,@ramrambhajans,Hindu Devotional Music,"['Lord Hanuman Devotion', 'Lord Rama Devotion', 'Hindu Bhajans']",Music of Asia,0.949999988079071,100000,66167.62711864407,3903890,59,5.21,IN,hi,,long,False,2022-04-12T06:56:20Z,2026-08-05T00:00:00.000Z,UCyxiMdtUDUc6-tlU82ui1eg,1791.2444444444445,2612.4453125,,45,0,27839,0,-0.99,0.72,0.6616762711864407,39.0389,1579,1.1209626345788475,4.647790960451977
leaguedivisionvevo,@leaguedivisionvevo,Urban Comedy,"['Relationship Skits', 'Social Commentary', 'Comedy Sketches']",Film,0.949999988079071,50000,33049.17790262173,35296522,1068,63.28,,en,,,False,2013-05-16T21:46:48Z,2026-08-05T00:00:00.000Z,UCyAWNWTK_LPrYQnSgptXOwA,105,192.375,75.33684210526316,0,95,,,5.71,5.49,0.6609835580524346,705.93044,4831,6.632167253156696,9.541375780274656
Marco Gaming ,@marcogaming200k,Technology,"['Wearable Technology', 'Gadget Reviews']",Lifestyle (sociology),0.75,213000,139793.7590361446,23205764,166,14.82,IN,"hi, en",,,True,2025-04-24T05:10:33Z,2026-08-05T00:00:00.000Z,UCKep0eYysstKkLtBnBtRUeg,,,25.428571428571427,0,28,,,0,406.14,0.6563087278692235,108.94724882629107,471,10.573248407643312,1.4016506024096385
محمد الشيشان القناة الاحتياطيه,@f_m_y_07,Comedy,"['Comedy Skits', 'Reaction Videos', 'Social Commentary']",,0.8999999761581421,180000,116715.29761904762,39216340,336,24.97,SA,ar,,short,False,2023-07-20T13:55:11Z,2026-07-22T00:00:00.000Z,UCsEiSUlc-jsgNDQsjNEx49w,160,299.42857142857144,105.16666666666667,1,6,10066,919117,1.69,2.43,0.6484183201058201,217.86855555555556,1115,9.04035874439462,2.7620585317460313
itsDONUTDOG,@itsdonutdog,Gaming,"['Fortnite Content', 'Mobile Gaming']",Action game,0.8999999761581421,61400,39167.61379310345,11358608,290,267.08,,en,,,True,2021-01-26T21:07:45Z,2026-08-06T00:00:00.000Z,UCRl6apGeO1ta9tdDMZMuJEA,,,18.852272727272727,0,88,,,5.14,486.83,0.6379090194316522,184.99361563517914,2019,4.3090638930163445,61.98097931034483
MS FACTS 0.2,@msfacts0.2,Facts & Trivia,"['BTS', 'Royal Enfield']",Religion,0.8999999761581421,300000,188137.92828685258,47222620,251,420.97,,"hi, en",,,True,2023-11-20T09:07:09Z,2026-08-04T00:00:00.000Z,UCYptVJpjYmRiNZ3V6YBldgA,,,21.775510204081634,0,49,,,11.11,58.7,0.6271264276228419,157.40873333333334,992,7.590725806451612,55.458464807436926
RITESH GAMER,@iritesh_gamer,Gaming,"['Free Fire content', 'Gaming Comedy']",Action game,0.8500000238418579,184000,113845.01923076923,5942034,0,,IN,hi,,,True,2022-12-27T03:41:03Z,2026-08-03T00:00:00.000Z,UCL_g3bC-GLT97IzDhYvKjbA,,,23.727272727272727,0,44,,,3.95,400.37,0.6187229306020067,32.29366304347826,1320,0.0,
Account Villa School,@accountvillaschool,Entertainment,"['Comedy Shorts', 'Skits', 'Situational Comedy']",Music,0.8999999761581421,100000,61870.80689655172,8971267,145,0.04,IN,hi,,,False,2025-06-15T18:01:31Z,2026-07-14T00:00:00.000Z,UCYpzxGKlgIER_dZyotsaVIw,168,230.42857142857142,,1,0,,,0,0,0.6187080689655172,89.71267,418,10.4066985645933,0.003843678160919541
Ba3ba3,@ba3ba3---3,Football,"['Reaction Videos', 'TikTok Compilation', 'Comedy Skits']",Entertainment,0.949999988079071,184000,113764.97345132743,12855442,113,54.07,EG,ar,,,True,2013-07-01T21:31:57Z,2026-08-03T00:00:00.000Z,UCUbSb4tCuq4uCS3DLx_BJIg,246.33333333333334,246.33333333333334,40.34285714285714,3,35,,,495.47,198.35,0.6182878991919969,69.86653260869565,4785,0.7084639498432602,76.3200442477876
Soyab Reacts,@soyabreact786,Islamic Reaction Content,"['Islamic Factoids', 'Islamic Commentary']",Religion,0.8999999761581421,115000,70961.97448979592,13908547,196,1.36,IN,"hi, ur",,,True,2024-06-08T07:09:25Z,2026-08-04T00:00:00.000Z,UCiEHzdGRi8nsdwmOeWesz1w,,,20.076923076923077,0,26,,,0,455.7,0.6170606477373558,120.94388695652174,791,7.433628318584071,0.18295238095238098
OgYasH Live,@ogyashislive,Mobile Battle Royale Gaming,"['BGMI & PUBG Mobile Gameplay', 'Mobile Battle Royale Live Streams', 'In-game Item Unlocking']",Action game,0.9800000190734864,36600,22498.96899224806,2902367,129,117.61,IN,en,,,True,2022-07-04T07:30:50Z,2026-07-30T00:00:00.000Z,UCPE4pWGyIHwC8wMGt4mW2FQ,,316.3333333333333,18.25,0,4,,,150.68,497.42,0.614725928749947,79.29964480874317,1496,2.586898395721925,45.463710594315245
Venom e Clara Blox,@venombraboblox,Roblox Gaming,"['Roblox Roleplay', 'Roblox Comedy', 'Brookhaven']",Role-playing video game,0.949999988079071,35700,21695.01030927835,2104416,97,31.37,BR,pt,,,True,2010-06-10T16:06:10Z,2026-08-05T00:00:00.000Z,UCyoa4L5oKce9LRNgP0SsXbg,679,613.5,24.428571428571427,3,28,,,492.04,285.7,0.607703370007797,58.947226890756305,5902,0.49305320230430366,62.74
Desi Boli Music ,@sonu_pai_01,Devotional Music,['Kawad Yatra Content'],Music,0.8999999761581421,100000,60602.17540687161,33513003,553,11.25,IN,"hi, en",,,False,2017-05-27T17:08:51Z,2026-08-01T00:00:00.000Z,UC6IaEM-J6yWwGqoFVTZQP5g,,119,12.3,0,20,,,0.81,3.06,0.6060217540687161,335.13003,3359,4.93896993152724,2.2778028933092225
Hypo Clasher,@hypoclasher,Gaming,"['Variety Gaming', 'Horror Gaming']",Video game culture,0.949999988079071,180000,107707.59381443298,52238183,485,29726.87,IN,"hi, en",,,True,2020-03-20T05:26:33Z,2026-07-17T00:00:00.000Z,UCr9kI3lCplMdx1efeSdRAyA,263,263,33.333333333333336,1,3,,,44,87.67,0.5983755211912943,290.21212777777777,2332,6.239279588336192,4764.471535395189
@Amjad_abbasi,@amjadabbasi-uo2lb,Gaming,"['Car Gaming', 'Mobile Gaming']",Music of Asia,0.949999988079071,50000,29442.04651162791,1266008,43,,,ur,,,False,2023-06-03T10:34:29Z,2026-08-03T00:00:00.000Z,UC60gwd7x73FJtZMZKxImyFQ,,497,27.853658536585368,0,41,,,0.4,-5.04,0.5888409302325581,25.32016,1162,1.110154905335628,0.0
Aircrete Harry,@aircreteharry,Alternative Building,"['Aircrete Construction', 'Dome Building', 'DIY Construction']",Hobby,0.9800000190734864,50000,28960.13698630137,6342270,219,33.52,US,en,False,long,False,2008-05-25T18:08:47Z,2026-07-20T00:00:00.000Z,UC-KOsxBimCOaSeh1Hxkii4Q,1009,479.25,,1,0,7381,0,0,0.12,0.5792027397260274,126.8454,6648,0.9882671480144405,33.917954337899545
NUEL MILI. ₹mx,@nuel_mili,Music,"['Electronic Music', 'Music Remixes', 'DJ Mixes']",Electronic music,1,50000,28297.45013477089,10498354,371,,US,"id, en",,,False,2018-11-27T07:08:38Z,2026-08-04T00:00:00.000Z,UChGOsR59Hs_Pt5bClrkDSlA,120.5,157.9268292682927,16,2,0,,,0.2,0.75,0.5659490026954178,209.96708,2811,3.959445037353255,0.0
MC TV,@mc_tvresmi,Politics,['Political Commentary'],Politics,0.699999988079071,180000,99894.97311827957,74321860,744,9604.56,DE,en,,long,False,2017-02-07T16:59:47Z,2026-07-28T00:00:00.000Z,UCTjE-96ZCJiOJ1eKMoMTFiQ,209,209,105.03225806451613,0,31,2796622,1819218,1.12,6.62,0.5549720728793309,412.89922222222225,3468,6.43598615916955,1492.3214193548386
PlayZeroxx01,@playzeroxx01,Gaming,"['Casual Gaming', 'Mobile Gaming', 'Game Highlights']",Video game culture,0.949999988079071,212000,117419.7741935484,7280026,62,168.41,US,en,True,,True,2025-09-19T10:14:12Z,2026-08-05T00:00:00.000Z,UC-6rN64MG0iD3iV44mTwhuA,267,267,27.178571428571427,0,28,,,19.1,468.41,0.5538668594035302,34.33974528301887,323,5.758513931888545,29.24539247311828
METAL actually 메탈액츄얼리,@metalactually,Music Education,"['Guitar Covers', 'Guitar Lessons', 'Music Commentary', 'Music History']",Pop music,0.8999999761581421,50000,27397.990929705215,48330056,1764,101.24,KR,"en, ko",,,True,2008-06-23T17:31:16Z,2026-08-06T00:00:00.000Z,UCiRj84AKLC7GjFZUmcaGl5w,384,761.25,27.459016393442624,1,61,,,7.99,20.89,0.5479598185941043,966.60112,6619,7.995165432844841,12.66265230536659
SizzleSlaps,@thesizzleslaps,Roblox Slap Battles,"['Slap Battles Guides', 'Slap Battles Commentary', 'Roblox Gameplay']",Role-playing video game,0.949999988079071,50000,27261.436363636363,22490685,825,2187.59,US,en,True,mixed,True,2018-05-27T00:59:59Z,2026-08-05T00:00:00.000Z,UCHyqBp2ShHBht6ViMRNXvUQ,594,488.3863636363636,53.833333333333336,8,6,515651,912785,11.11,6.78,0.5452287272727273,449.8137,2995,8.263772954924875,264.7204868686869
十粒 ten Lee,@tenlee,Home Improvement,"['DIY Projects', 'Plumbing Repair', 'Hand Tools', 'Vlog']",Lifestyle (sociology),0.949999988079071,50000,26863.378048780487,15419579,574,99.26,TW,zh,,mixed,False,2012-12-16T10:14:58Z,2026-08-03T00:00:00.000Z,UCryxx3_MvFBK2rAlBn0n8dQ,131.5,416.9166666666667,98,0,7,29263,43993,0.4,0.69,0.5372675609756098,308.39158,4983,3.45574954846478,28.723146341463416
Aida Style,@aidastyle,Dance Fashion,"['Bellydance Costumes', 'Costume Design & Sales']",Lifestyle (sociology),0.9800000190734864,100000,53597.31038026721,52150183,973,1.47,,en,,short,False,2013-01-03T23:02:55Z,2026-07-29T00:00:00.000Z,UC3LV6wKZFJt2cKohhNT_YvA,,182,32.25,0,20,83,22981,0,0.04,0.5359731038026722,521.50183,4964,5.880338436744561,0.24998561151079138
Welton e Vivi,@weltonevivi,Couple Humor,"['Married Life', 'Sketch Comedy']",Film,0.949999988079071,100000,53546.25252525252,31806474,594,1.57,,pt,,short,False,2020-08-16T01:19:44Z,2026-08-05T00:00:00.000Z,UCK8e3wkiczQvtm7gf3r6K4g,,69,21,0,7,4,52036,0,0.16,0.5354625252525252,318.06474,2183,8.163078332569858,0.1923294051627385
ゆずみ【ASMR】,@yuzumichu7,ASMR,"['ASMR Roleplay', 'Ear Cleaning ASMR', 'Sleep Aid ASMR']",Entertainment,0.949999988079071,50000,26619.32978723404,7506651,282,109.65,JP,ja,,,False,2022-10-12T05:54:17Z,2026-07-22T00:00:00.000Z,UCTMo2IK_rZIJGd1kKgq9Uyg,962,737.4406779661017,73,1,0,,,0.2,1.06,0.5323865957446808,150.13302,1396,6.060171919770774,18.09354609929078
Hamilton Morris,@hamiltonmorris,Pharmacology & Chemistry Documentaries,"['Psychedelic Science', 'Drug Culture & History', 'Investigative Journalism']",Lifestyle (sociology),0.9800000190734864,300000,159588.54794520547,11649964,73,871.59,US,en,,,False,2014-02-28T04:58:24Z,2026-07-28T00:00:00.000Z,UCGlVsq-AUeSQ1CgOx2XvIRQ,1080,4551.5,60,1,0,,,6.38,8.3,0.5319618264840182,38.83321333333333,4544,0.4819542253521127,1743.18
徒步的騎手•劉宗坤,@liutalks,Political Commentary,"['Chinese Social Issues', 'Constitutional Studies', 'Economic Analysis', 'International Relations']",,0.949999988079071,100000,52770.995433789954,11556848,219,1249.59,US,zh,False,long,True,2024-10-14T21:25:24Z,2026-08-05T00:00:00.000Z,UCETfu038u78m_aOzpZ8EIcQ,1489.3636363636363,1476.8692307692309,,11,0,1163216,293,6.5,11.19,0.5277099543378996,115.56848,662,9.924471299093655,125.90998173515982
Sunil Bhaiya,@sunilbhaiya143,Hindu Devotional Content,"['Hindu Mythology & Spirituality', 'Bhagavad Gita Teachings', 'Maa Kali Worship']",Society,0.949999988079071,42500,22315.73372781065,3771359,169,,,hi,,,True,2025-01-30T13:12:03Z,2026-08-05T00:00:00.000Z,UC-jhpUI6c07ynQgVIeb6mkg,167,167,34.55555555555556,4,45,,,251.24,486.91,0.5250760877131918,88.73785882352941,555,9.135135135135135,0.0
Michel Azzi,@michelazzioff,Music,[],Music,0.800000011920929,101000,52923.454545454544,582158,11,46.94,LB,ar,,,True,2020-05-31T15:49:39Z,2026-08-03T00:00:00.000Z,UC53auntzw92ozWmiJBkMdoQ,177,177,45,1,1,,,0,469.69,0.523994599459946,5.763940594059406,2259,0.1460823373173971,93.88
Jediwarlock,@jediwarlock,World of Warcraft Content,"['World of Warcraft Lore', 'Classic World of Warcraft']",Action game,1,50000,24614.301829268294,8073491,328,1583.72,US,en,True,long,False,2020-10-16T23:05:37Z,2026-07-31T00:00:00.000Z,UCZVV5_GKvSzqmBfNprli9tw,1010.5,810.8913043478261,,6,0,385410,0,1.83,5.01,0.49228603658536585,161.46982,2121,4.639321074964639,341.3689146341464
Elaine Giles,@elainegiles,Software Tutorials,"['Graphic Design Software Tutorials', 'Presentation Design Tutorials', 'Tech Tips']",Technology,0.8999999761581421,50000,24084.268907563026,5732056,238,42.54,,en,,long,False,2011-07-29T15:55:07Z,2026-08-04T00:00:00.000Z,UCBR0r3k50_tOuyM4ZIBRYmA,306,306,,1,0,14098,334,0.2,0.25,0.4816853781512605,114.64112,5488,1.3010204081632653,32.69741176470588
Jumardin Jujuk Official,@jumardinjujuk,Music,"['Indonesian Music', 'Dangdut', 'Live Music Performance']",Music,0.9800000190734864,50000,23948.534640522877,18320629,765,24.74,ID,id,,long,False,2019-10-15T02:09:56Z,2026-08-06T00:00:00.000Z,UCQ8ZqWaxZwgedczfXuXC6OQ,325.54545454545456,451.35849056603774,,11,0,160167,15,0.4,0.88,0.47897069281045757,366.41258,2489,9.220570510245079,2.6831311546840957
Esmeralda Martínez,@esmeraldaa_martinez,Engineering Education,"['Electronics', 'Mechatronics', 'University Life (Engineering)']",Technology,0.8999999761581421,50000,23652.019607843136,8443771,357,7.82,,es,,short,False,2024-06-17T23:21:41Z,2026-08-06T00:00:00.000Z,UCDIZr0Z_Xm4XfX6EVfTnS4A,203,290.6666666666667,55.916666666666664,0,12,607,192984,0.81,2.35,0.4730403921568627,168.87542,781,13.713188220230473,0.5702539682539683
AY FACTS 1M,@ayfacts_1m,Association Football,"['Football Trivia', 'Cristiano Ronaldo']",Sport,0.8999999761581421,132000,61628.88764044944,5484971,89,150.3,,en,,,True,2025-04-15T16:16:50Z,2026-08-03T00:00:00.000Z,UCWZhMMLGdVfP5ZSbYTORxbA,,,20.285714285714285,0,35,,,500,161.84,0.46688551242764725,41.5528106060606,479,5.5741127348643005,26.963932584269667
Chân lý cuộc đời,@chanlycuocdoiofficial,Buddhist Philosophy,"['Zen Buddhism', 'Life Philosophy', 'Mindfulness', 'Spiritual Wisdom']",Knowledge,0.949999988079071,64700,30064.555555555555,541162,18,204.97,VN,vi,,long,True,2025-04-27T03:02:06Z,2026-08-03T00:00:00.000Z,UCqpAxC9TY6Bn7VCHF9ZO6gA,3577.6666666666665,4106,,3,0,446670,0,3.35,472.71,0.4646762837025588,8.364173106646058,468,1.153846153846154,177.64066666666665
Yuri gamer 10,@yurigamer1075,Gaming,"['Football', 'Brawl Stars', 'Edits']",Sport,0.8999999761581421,111000,51433.42361111111,14812826,288,250.18,BR,pt,,,True,2021-03-11T00:46:28Z,2026-07-24T00:00:00.000Z,UCt2mSSLVQ0BF-r6YBaqn1HA,66,223.6,36.723076923076924,0,65,,,171.39,497.21,0.4633641766766767,133.44888288288288,1976,4.372469635627531,57.217092592592586
StoriesWay,@dailywaytostories,Entertainment,"['Short-form Comedy/Relatable Content', 'Crafts & DIY']",Entertainment,0.8500000238418579,95900,44310.357142857145,3101725,70,16.03,IN,"en, hi",,,True,2025-06-05T11:56:07Z,2026-07-31T00:00:00.000Z,UCcrvgav74sA-mkixIgG7mug,,,36.829268292682926,0,41,,,52.46,496.15,0.46204751973782215,32.34332638164755,429,4.895104895104895,3.2747
변호사 언니,@lawyersister,Legal Education,"['Divorce Law', 'Inheritance Law', 'Adultery Lawsuits']",Society,0.9800000190734864,50000,23098.02635228849,16653677,721,362.37,KR,ko,,short,False,2020-05-09T12:44:34Z,2026-08-04T00:00:00.000Z,UCnxaKSM8TJ8aKdeEqwyWCow,260,477.7317073170732,128.23076923076923,0,13,189870,257706,0.4,2.76,0.4619605270457698,333.07354,2282,9.478527607361963,38.2306213592233
Rj Tractor Techs,@rjtractortechs,Agriculture,"['Agricultural Machinery Reviews', 'Farming Technology', 'Farming Practices']",Knowledge,0.949999988079071,300000,137944.24335106384,103734071,752,103.02,IN,en,,short,False,2017-02-11T13:59:55Z,2026-08-05T00:00:00.000Z,UCcWOjB3K7_q563uwk337uJA,290.2,381.85714285714283,117,5,4,37390,294566,0.67,0.32,0.45981414450354613,345.78023666666667,3465,6.510822510822511,15.822885638297873
Aménager Son Jardin,@amenagersonjardin,Landscaping,"['Garden Design', 'Plant Selection & Care', 'Garden Maintenance']",Lifestyle (sociology),1,100000,45715.17616580311,8823029,193,396.76,FR,fr,,long,False,2018-04-11T11:15:07Z,2026-07-19T00:00:00.000Z,UCeoxfbCx0fXykNoPbuMWO4A,737,689.7666666666667,54,2,0,156589,3287,0.91,1.85,0.4571517616580311,88.23029,3041,1.9039789542913517,208.38465630397235
